ST_FIPS,CO_FIPS,DATE,TYPE,DESC
31,079,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,081,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,085,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,089,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,093,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,095,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,097,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,099,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,103,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,109,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,111,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,113,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,115,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,117,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,121,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,123,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,125,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,127,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,131,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,137,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,141,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,143,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,145,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,147,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,149,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,151,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,153,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,155,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,159,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,163,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,167,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,169,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,171,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,173,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,175,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,181,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,183,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
31,185,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
17,001,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,013,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,023,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,029,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,033,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,035,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,041,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,045,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,061,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,067,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,071,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,079,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,083,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,097,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,101,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,119,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,131,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,133,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,149,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,157,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,161,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,171,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,163,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,195,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
17,201,6/1/2008 8:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,031,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,045,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,047,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,055,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,099,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
27,105,6/6/2008 20:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,001,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,003,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,005,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,007,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,013,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,021,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,027,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,031,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,033,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,037,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,041,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,043,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,045,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,061,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,075,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,077,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,079,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,081,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,087,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,089,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,099,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,101,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,103,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,111,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,113,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,115,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,117,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,121,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,127,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,129,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,131,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,133,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,137,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,141,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,143,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,147,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,155,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,157,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,159,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,163,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,165,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,167,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,171,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,173,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,175,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,177,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,195,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,197,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,199,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,201,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,205,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,183,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,189,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,186,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,209,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,211,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,213,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,217,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,225,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
29,227,6/1/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,003,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,009,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,015,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,017,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,019,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,023,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,027,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,041,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,043,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,053,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,055,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,059,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,061,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,065,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,067,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,071,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,081,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,085,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,087,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,093,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,095,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,101,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,105,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,117,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,123,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,125,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
46,137,6/2/2008 11:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,003,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,007,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,009,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,011,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,023,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,033,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,039,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,043,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,045,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,047,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,053,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,057,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,059,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,065,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,071,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,075,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,093,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,105,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,107,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,113,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,115,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,129,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,131,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,141,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,149,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
40,151,6/3/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
20,007,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,009,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,011,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,013,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,015,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,019,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,021,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,025,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,027,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,033,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,035,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,037,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,039,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,041,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,047,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,049,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,051,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,053,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,059,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,063,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,065,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,077,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,081,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,083,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,085,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,089,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,095,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,097,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,101,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,107,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,109,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,123,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,125,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,135,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,137,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,141,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,145,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,147,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,151,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,155,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,157,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,161,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,163,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,165,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,169,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,175,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,179,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,183,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,185,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,191,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,193,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,195,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,199,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
20,205,5/22/2008 0:00,Severe_Storms,"SEVERE STORMS, FLOODING AND TORNADOES"
26,005,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,015,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,045,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,065,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,085,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,101,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,105,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,113,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,133,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,139,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,145,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
26,165,6/6/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
50,001,6/14/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
50,011,6/14/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
31,053,6/27/2008 16:00,Severe_Storms,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
31,055,6/27/2008 16:00,Severe_Storms,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
31,153,6/27/2008 16:00,Severe_Storms,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
31,155,6/27/2008 16:00,Severe_Storms,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
48,007,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,029,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,047,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,057,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,061,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,215,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,247,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,249,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,261,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,273,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,355,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,391,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,409,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,427,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,469,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
48,489,7/22/2008 0:00,Hurricane,HURRICANE DOLLY
16,055,5/15/2008 11:00,Flood,FLOODING
16,079,5/15/2008 11:00,Flood,FLOODING
33,001,7/24/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADO, AND FLOODING"
33,003,7/24/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADO, AND FLOODING"
33,013,7/24/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADO, AND FLOODING"
33,015,7/24/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADO, AND FLOODING"
33,017,7/24/2008 0:00,Severe_Storms,"SEVERE STORMS, TORNADO, AND FLOODING"
35,027,7/26/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
35,035,7/26/2008 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
50,005,7/18/2008 0:00,Severe_Storms,"SEVERE STORMS, A TORNADO, AND FLOODING"
50,013,7/18/2008 0:00,Severe_Storms,"SEVERE STORMS, A TORNADO, AND FLOODING"
50,015,7/18/2008 0:00,Severe_Storms,"SEVERE STORMS, A TORNADO, AND FLOODING"
12,001,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,003,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,007,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,009,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,013,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,015,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,019,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,021,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,029,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,031,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,035,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,039,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,043,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,045,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,047,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,049,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,051,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,055,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,065,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,069,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,071,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,073,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,077,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,079,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,081,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,083,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,085,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,087,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,089,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,093,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,095,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,097,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,099,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,105,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,107,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,115,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,117,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,109,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,111,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,121,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,123,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
12,125,8/18/2008 9:00,Severe_Storms,TROPICAL STORM FAY
